Date,Year,Month,Day,Quarter,Weekday,WeekOfYear,IsWeekend,IsHoliday,MonthName,DayName
2021-03-19,2021,3,19,1,4,11,0,0,March,Friday
2021-03-20,2021,3,20,1,5,11,1,0,March,Saturday
2021-03-21,2021,3,21,1,6,11,1,0,March,Sunday
2021-03-22,2021,3,22,1,0,12,0,0,March,Monday
2021-03-23,2021,3,23,1,1,12,0,0,March,Tuesday
2021-03-24,2021,3,24,1,2,12,0,0,March,Wednesday
2021-03-25,2021,3,25,1,3,12,0,0,March,Thursday
2021-03-26,2021,3,26,1,4,12,0,0,March,Friday
2021-03-27,2021,3,27,1,5,12,1,0,March,Saturday
2021-03-28,2021,3,28,1,6,12,1,0,March,Sunday
2021-03-29,2021,3,29,1,0,13,0,0,March,Monday
2021-03-30,2021,3,30,1,1,13,0,0,March,Tuesday
2021-03-31,2021,3,31,1,2,13,0,0,March,Wednesday
2021-04-01,2021,4,1,2,3,13,0,0,April,Thursday
2021-04-02,2021,4,2,2,4,13,0,0,April,Friday
2021-04-03,2021,4,3,2,5,13,1,0,April,Saturday
2021-04-04,2021,4,4,2,6,13,1,0,April,Sunday
2021-04-05,2021,4,5,2,0,14,0,0,April,Monday
2021-04-06,2021,4,6,2,1,14,0,0,April,Tuesday
2021-04-07,2021,4,7,2,2,14,0,0,April,Wednesday
2021-04-08,2021,4,8,2,3,14,0,0,April,Thursday
2021-04-09,2021,4,9,2,4,14,0,0,April,Friday
2021-04-10,2021,4,10,2,5,14,1,0,April,Saturday
2021-04-11,2021,4,11,2,6,14,1,0,April,Sunday
2021-04-12,2021,4,12,2,0,15,0,0,April,Monday
2021-04-13,2021,4,13,2,1,15,0,0,April,Tuesday
2021-04-14,2021,4,14,2,2,15,0,0,April,Wednesday
2021-04-15,2021,4,15,2,3,15,0,0,April,Thursday
2021-04-16,2021,4,16,2,4,15,0,0,April,Friday
2021-04-17,2021,4,17,2,5,15,1,0,April,Saturday
2021-04-18,2021,4,18,2,6,15,1,0,April,Sunday
2021-04-19,2021,4,19,2,0,16,0,0,April,Monday
2021-04-20,2021,4,20,2,1,16,0,0,April,Tuesday
2021-04-21,2021,4,21,2,2,16,0,0,April,Wednesday
2021-04-22,2021,4,22,2,3,16,0,0,April,Thursday
2021-04-23,2021,4,23,2,4,16,0,0,April,Friday
2021-04-24,2021,4,24,2,5,16,1,0,April,Saturday
2021-04-25,2021,4,25,2,6,16,1,0,April,Sunday
2021-04-26,2021,4,26,2,0,17,0,0,April,Monday
2021-04-27,2021,4,27,2,1,17,0,0,April,Tuesday
2021-04-28,2021,4,28,2,2,17,0,0,April,Wednesday
2021-04-29,2021,4,29,2,3,17,0,0,April,Thursday
2021-04-30,2021,4,30,2,4,17,0,0,April,Friday
2021-05-01,2021,5,1,2,5,17,1,0,May,Saturday
2021-05-02,2021,5,2,2,6,17,1,0,May,Sunday
2021-05-03,2021,5,3,2,0,18,0,0,May,Monday
2021-05-04,2021,5,4,2,1,18,0,0,May,Tuesday
2021-05-05,2021,5,5,2,2,18,0,0,May,Wednesday
2021-05-06,2021,5,6,2,3,18,0,0,May,Thursday
2021-05-07,2021,5,7,2,4,18,0,0,May,Friday
2021-05-08,2021,5,8,2,5,18,1,0,May,Saturday
2021-05-09,2021,5,9,2,6,18,1,0,May,Sunday
2021-05-10,2021,5,10,2,0,19,0,0,May,Monday
2021-05-11,2021,5,11,2,1,19,0,0,May,Tuesday
2021-05-12,2021,5,12,2,2,19,0,0,May,Wednesday
2021-05-13,2021,5,13,2,3,19,0,0,May,Thursday
2021-05-14,2021,5,14,2,4,19,0,0,May,Friday
2021-05-15,2021,5,15,2,5,19,1,0,May,Saturday
2021-05-16,2021,5,16,2,6,19,1,0,May,Sunday
2021-05-17,2021,5,17,2,0,20,0,0,May,Monday
2021-05-18,2021,5,18,2,1,20,0,0,May,Tuesday
2021-05-19,2021,5,19,2,2,20,0,0,May,Wednesday
2021-05-20,2021,5,20,2,3,20,0,0,May,Thursday
2021-05-21,2021,5,21,2,4,20,0,0,May,Friday
2021-05-22,2021,5,22,2,5,20,1,0,May,Saturday
2021-05-23,2021,5,23,2,6,20,1,0,May,Sunday
2021-05-24,2021,5,24,2,0,21,0,0,May,Monday
2021-05-25,2021,5,25,2,1,21,0,0,May,Tuesday
2021-05-26,2021,5,26,2,2,21,0,0,May,Wednesday
2021-05-27,2021,5,27,2,3,21,0,0,May,Thursday
2021-05-28,2021,5,28,2,4,21,0,0,May,Friday
2021-05-29,2021,5,29,2,5,21,1,0,May,Saturday
2021-05-30,2021,5,30,2,6,21,1,0,May,Sunday
2021-05-31,2021,5,31,2,0,22,0,0,May,Monday
2021-06-01,2021,6,1,2,1,22,0,0,June,Tuesday
2021-06-02,2021,6,2,2,2,22,0,0,June,Wednesday
2021-06-03,2021,6,3,2,3,22,0,0,June,Thursday
2021-06-04,2021,6,4,2,4,22,0,0,June,Friday
2021-06-05,2021,6,5,2,5,22,1,0,June,Saturday
2021-06-06,2021,6,6,2,6,22,1,0,June,Sunday
2021-06-07,2021,6,7,2,0,23,0,0,June,Monday
2021-06-08,2021,6,8,2,1,23,0,0,June,Tuesday
2021-06-09,2021,6,9,2,2,23,0,0,June,Wednesday
2021-06-10,2021,6,10,2,3,23,0,0,June,Thursday
2021-06-11,2021,6,11,2,4,23,0,0,June,Friday
2021-06-12,2021,6,12,2,5,23,1,0,June,Saturday
2021-06-13,2021,6,13,2,6,23,1,0,June,Sunday
2021-06-14,2021,6,14,2,0,24,0,0,June,Monday
2021-06-15,2021,6,15,2,1,24,0,0,June,Tuesday
2021-06-16,2021,6,16,2,2,24,0,0,June,Wednesday
2021-06-17,2021,6,17,2,3,24,0,0,June,Thursday
2021-06-18,2021,6,18,2,4,24,0,0,June,Friday
2021-06-19,2021,6,19,2,5,24,1,0,June,Saturday
2021-06-20,2021,6,20,2,6,24,1,0,June,Sunday
2021-06-21,2021,6,21,2,0,25,0,0,June,Monday
2021-06-22,2021,6,22,2,1,25,0,0,June,Tuesday
2021-06-23,2021,6,23,2,2,25,0,0,June,Wednesday
2021-06-24,2021,6,24,2,3,25,0,0,June,Thursday
2021-06-25,2021,6,25,2,4,25,0,0,June,Friday
2021-06-26,2021,6,26,2,5,25,1,0,June,Saturday
2021-06-27,2021,6,27,2,6,25,1,0,June,Sunday
2021-06-28,2021,6,28,2,0,26,0,0,June,Monday
2021-06-29,2021,6,29,2,1,26,0,0,June,Tuesday
2021-06-30,2021,6,30,2,2,26,0,0,June,Wednesday
2021-07-01,2021,7,1,3,3,26,0,0,July,Thursday
2021-07-02,2021,7,2,3,4,26,0,0,July,Friday
2021-07-03,2021,7,3,3,5,26,1,0,July,Saturday
2021-07-04,2021,7,4,3,6,26,1,0,July,Sunday
2021-07-05,2021,7,5,3,0,27,0,0,July,Monday
2021-07-06,2021,7,6,3,1,27,0,0,July,Tuesday
2021-07-07,2021,7,7,3,2,27,0,0,July,Wednesday
2021-07-08,2021,7,8,3,3,27,0,0,July,Thursday
2021-07-09,2021,7,9,3,4,27,0,0,July,Friday
2021-07-10,2021,7,10,3,5,27,1,0,July,Saturday
2021-07-11,2021,7,11,3,6,27,1,0,July,Sunday
2021-07-12,2021,7,12,3,0,28,0,0,July,Monday
2021-07-13,2021,7,13,3,1,28,0,0,July,Tuesday
2021-07-14,2021,7,14,3,2,28,0,0,July,Wednesday
2021-07-15,2021,7,15,3,3,28,0,0,July,Thursday
2021-07-16,2021,7,16,3,4,28,0,0,July,Friday
2021-07-17,2021,7,17,3,5,28,1,0,July,Saturday
2021-07-18,2021,7,18,3,6,28,1,0,July,Sunday
2021-07-19,2021,7,19,3,0,29,0,0,July,Monday
2021-07-20,2021,7,20,3,1,29,0,0,July,Tuesday
2021-07-21,2021,7,21,3,2,29,0,0,July,Wednesday
2021-07-22,2021,7,22,3,3,29,0,0,July,Thursday
2021-07-23,2021,7,23,3,4,29,0,0,July,Friday
2021-07-24,2021,7,24,3,5,29,1,0,July,Saturday
2021-07-25,2021,7,25,3,6,29,1,0,July,Sunday
2021-07-26,2021,7,26,3,0,30,0,0,July,Monday
2021-07-27,2021,7,27,3,1,30,0,0,July,Tuesday
2021-07-28,2021,7,28,3,2,30,0,0,July,Wednesday
2021-07-29,2021,7,29,3,3,30,0,0,July,Thursday
2021-07-30,2021,7,30,3,4,30,0,0,July,Friday
2021-07-31,2021,7,31,3,5,30,1,0,July,Saturday
2021-08-01,2021,8,1,3,6,30,1,0,August,Sunday
2021-08-02,2021,8,2,3,0,31,0,0,August,Monday
2021-08-03,2021,8,3,3,1,31,0,0,August,Tuesday
2021-08-04,2021,8,4,3,2,31,0,0,August,Wednesday
2021-08-05,2021,8,5,3,3,31,0,0,August,Thursday
2021-08-06,2021,8,6,3,4,31,0,0,August,Friday
2021-08-07,2021,8,7,3,5,31,1,0,August,Saturday
2021-08-08,2021,8,8,3,6,31,1,0,August,Sunday
2021-08-09,2021,8,9,3,0,32,0,0,August,Monday
2021-08-10,2021,8,10,3,1,32,0,0,August,Tuesday
2021-08-11,2021,8,11,3,2,32,0,0,August,Wednesday
2021-08-12,2021,8,12,3,3,32,0,0,August,Thursday
2021-08-13,2021,8,13,3,4,32,0,0,August,Friday
2021-08-14,2021,8,14,3,5,32,1,0,August,Saturday
2021-08-15,2021,8,15,3,6,32,1,0,August,Sunday
2021-08-16,2021,8,16,3,0,33,0,0,August,Monday
2021-08-17,2021,8,17,3,1,33,0,0,August,Tuesday
2021-08-18,2021,8,18,3,2,33,0,0,August,Wednesday
2021-08-19,2021,8,19,3,3,33,0,0,August,Thursday
2021-08-20,2021,8,20,3,4,33,0,0,August,Friday
2021-08-21,2021,8,21,3,5,33,1,0,August,Saturday
2021-08-22,2021,8,22,3,6,33,1,0,August,Sunday
2021-08-23,2021,8,23,3,0,34,0,0,August,Monday
2021-08-24,2021,8,24,3,1,34,0,0,August,Tuesday
2021-08-25,2021,8,25,3,2,34,0,0,August,Wednesday
2021-08-26,2021,8,26,3,3,34,0,0,August,Thursday
2021-08-27,2021,8,27,3,4,34,0,0,August,Friday
2021-08-28,2021,8,28,3,5,34,1,0,August,Saturday
2021-08-29,2021,8,29,3,6,34,1,0,August,Sunday
2021-08-30,2021,8,30,3,0,35,0,0,August,Monday
2021-08-31,2021,8,31,3,1,35,0,0,August,Tuesday
2021-09-01,2021,9,1,3,2,35,0,0,September,Wednesday
2021-09-02,2021,9,2,3,3,35,0,0,September,Thursday
2021-09-03,2021,9,3,3,4,35,0,0,September,Friday
2021-09-04,2021,9,4,3,5,35,1,0,September,Saturday
2021-09-05,2021,9,5,3,6,35,1,0,September,Sunday
2021-09-06,2021,9,6,3,0,36,0,0,September,Monday
2021-09-07,2021,9,7,3,1,36,0,0,September,Tuesday
2021-09-08,2021,9,8,3,2,36,0,0,September,Wednesday
2021-09-09,2021,9,9,3,3,36,0,0,September,Thursday
2021-09-10,2021,9,10,3,4,36,0,0,September,Friday
2021-09-11,2021,9,11,3,5,36,1,0,September,Saturday
2021-09-12,2021,9,12,3,6,36,1,0,September,Sunday
2021-09-13,2021,9,13,3,0,37,0,0,September,Monday
2021-09-14,2021,9,14,3,1,37,0,0,September,Tuesday
2021-09-15,2021,9,15,3,2,37,0,0,September,Wednesday
2021-09-16,2021,9,16,3,3,37,0,0,September,Thursday
2021-09-17,2021,9,17,3,4,37,0,0,September,Friday
2021-09-18,2021,9,18,3,5,37,1,0,September,Saturday
2021-09-19,2021,9,19,3,6,37,1,0,September,Sunday
2021-09-20,2021,9,20,3,0,38,0,0,September,Monday
2021-09-21,2021,9,21,3,1,38,0,0,September,Tuesday
2021-09-22,2021,9,22,3,2,38,0,0,September,Wednesday
2021-09-23,2021,9,23,3,3,38,0,0,September,Thursday
2021-09-24,2021,9,24,3,4,38,0,0,September,Friday
2021-09-25,2021,9,25,3,5,38,1,0,September,Saturday
2021-09-26,2021,9,26,3,6,38,1,0,September,Sunday
2021-09-27,2021,9,27,3,0,39,0,0,September,Monday
2021-09-28,2021,9,28,3,1,39,0,0,September,Tuesday
2021-09-29,2021,9,29,3,2,39,0,0,September,Wednesday
2021-09-30,2021,9,30,3,3,39,0,0,September,Thursday
2021-10-01,2021,10,1,4,4,39,0,0,October,Friday
2021-10-02,2021,10,2,4,5,39,1,0,October,Saturday
2021-10-03,2021,10,3,4,6,39,1,0,October,Sunday
2021-10-04,2021,10,4,4,0,40,0,0,October,Monday
2021-10-05,2021,10,5,4,1,40,0,0,October,Tuesday
2021-10-06,2021,10,6,4,2,40,0,0,October,Wednesday
2021-10-07,2021,10,7,4,3,40,0,0,October,Thursday
2021-10-08,2021,10,8,4,4,40,0,0,October,Friday
2021-10-09,2021,10,9,4,5,40,1,0,October,Saturday
2021-10-10,2021,10,10,4,6,40,1,0,October,Sunday
2021-10-11,2021,10,11,4,0,41,0,0,October,Monday
2021-10-12,2021,10,12,4,1,41,0,0,October,Tuesday
2021-10-13,2021,10,13,4,2,41,0,0,October,Wednesday
2021-10-14,2021,10,14,4,3,41,0,0,October,Thursday
2021-10-15,2021,10,15,4,4,41,0,0,October,Friday
2021-10-16,2021,10,16,4,5,41,1,0,October,Saturday
2021-10-17,2021,10,17,4,6,41,1,0,October,Sunday
2021-10-18,2021,10,18,4,0,42,0,0,October,Monday
2021-10-19,2021,10,19,4,1,42,0,0,October,Tuesday
2021-10-20,2021,10,20,4,2,42,0,0,October,Wednesday
2021-10-21,2021,10,21,4,3,42,0,0,October,Thursday
2021-10-22,2021,10,22,4,4,42,0,0,October,Friday
2021-10-23,2021,10,23,4,5,42,1,0,October,Saturday
2021-10-24,2021,10,24,4,6,42,1,0,October,Sunday
2021-10-25,2021,10,25,4,0,43,0,0,October,Monday
2021-10-26,2021,10,26,4,1,43,0,0,October,Tuesday
2021-10-27,2021,10,27,4,2,43,0,0,October,Wednesday
2021-10-28,2021,10,28,4,3,43,0,0,October,Thursday
2021-10-29,2021,10,29,4,4,43,0,0,October,Friday
2021-10-30,2021,10,30,4,5,43,1,0,October,Saturday
2021-10-31,2021,10,31,4,6,43,1,0,October,Sunday
2021-11-01,2021,11,1,4,0,44,0,0,November,Monday
2021-11-02,2021,11,2,4,1,44,0,0,November,Tuesday
2021-11-03,2021,11,3,4,2,44,0,0,November,Wednesday
2021-11-04,2021,11,4,4,3,44,0,0,November,Thursday
2021-11-05,2021,11,5,4,4,44,0,0,November,Friday
2021-11-06,2021,11,6,4,5,44,1,0,November,Saturday
2021-11-07,2021,11,7,4,6,44,1,0,November,Sunday
2021-11-08,2021,11,8,4,0,45,0,0,November,Monday
2021-11-09,2021,11,9,4,1,45,0,0,November,Tuesday
2021-11-10,2021,11,10,4,2,45,0,0,November,Wednesday
2021-11-11,2021,11,11,4,3,45,0,0,November,Thursday
2021-11-12,2021,11,12,4,4,45,0,0,November,Friday
2021-11-13,2021,11,13,4,5,45,1,0,November,Saturday
2021-11-14,2021,11,14,4,6,45,1,0,November,Sunday
2021-11-15,2021,11,15,4,0,46,0,0,November,Monday
2021-11-16,2021,11,16,4,1,46,0,0,November,Tuesday
2021-11-17,2021,11,17,4,2,46,0,0,November,Wednesday
2021-11-18,2021,11,18,4,3,46,0,0,November,Thursday
2021-11-19,2021,11,19,4,4,46,0,0,November,Friday
2021-11-20,2021,11,20,4,5,46,1,0,November,Saturday
2021-11-21,2021,11,21,4,6,46,1,0,November,Sunday
2021-11-22,2021,11,22,4,0,47,0,0,November,Monday
2021-11-23,2021,11,23,4,1,47,0,0,November,Tuesday
2021-11-24,2021,11,24,4,2,47,0,0,November,Wednesday
2021-11-25,2021,11,25,4,3,47,0,0,November,Thursday
2021-11-26,2021,11,26,4,4,47,0,0,November,Friday
2021-11-27,2021,11,27,4,5,47,1,0,November,Saturday
2021-11-28,2021,11,28,4,6,47,1,0,November,Sunday
2021-11-29,2021,11,29,4,0,48,0,0,November,Monday
2021-11-30,2021,11,30,4,1,48,0,0,November,Tuesday
2021-12-01,2021,12,1,4,2,48,0,0,December,Wednesday
2021-12-02,2021,12,2,4,3,48,0,0,December,Thursday
2021-12-03,2021,12,3,4,4,48,0,0,December,Friday
2021-12-04,2021,12,4,4,5,48,1,0,December,Saturday
2021-12-05,2021,12,5,4,6,48,1,0,December,Sunday
2021-12-06,2021,12,6,4,0,49,0,0,December,Monday
2021-12-07,2021,12,7,4,1,49,0,0,December,Tuesday
2021-12-08,2021,12,8,4,2,49,0,0,December,Wednesday
2021-12-09,2021,12,9,4,3,49,0,0,December,Thursday
2021-12-10,2021,12,10,4,4,49,0,0,December,Friday
2021-12-11,2021,12,11,4,5,49,1,0,December,Saturday
2021-12-12,2021,12,12,4,6,49,1,0,December,Sunday
2021-12-13,2021,12,13,4,0,50,0,0,December,Monday
2021-12-14,2021,12,14,4,1,50,0,0,December,Tuesday
2021-12-15,2021,12,15,4,2,50,0,0,December,Wednesday
2021-12-16,2021,12,16,4,3,50,0,0,December,Thursday
2021-12-17,2021,12,17,4,4,50,0,0,December,Friday
2021-12-18,2021,12,18,4,5,50,1,0,December,Saturday
2021-12-19,2021,12,19,4,6,50,1,0,December,Sunday
2021-12-20,2021,12,20,4,0,51,0,0,December,Monday
2021-12-21,2021,12,21,4,1,51,0,0,December,Tuesday
2021-12-22,2021,12,22,4,2,51,0,0,December,Wednesday
2021-12-23,2021,12,23,4,3,51,0,0,December,Thursday
2021-12-24,2021,12,24,4,4,51,0,0,December,Friday
2021-12-25,2021,12,25,4,5,51,1,0,December,Saturday
2021-12-26,2021,12,26,4,6,51,1,0,December,Sunday
2021-12-27,2021,12,27,4,0,52,0,0,December,Monday
2021-12-28,2021,12,28,4,1,52,0,0,December,Tuesday
2021-12-29,2021,12,29,4,2,52,0,0,December,Wednesday
2021-12-30,2021,12,30,4,3,52,0,0,December,Thursday
2021-12-31,2021,12,31,4,4,52,0,0,December,Friday
2022-01-01,2022,1,1,1,5,52,1,0,January,Saturday
2022-01-02,2022,1,2,1,6,52,1,0,January,Sunday
2022-01-03,2022,1,3,1,0,1,0,0,January,Monday
2022-01-04,2022,1,4,1,1,1,0,0,January,Tuesday
2022-01-05,2022,1,5,1,2,1,0,0,January,Wednesday
2022-01-06,2022,1,6,1,3,1,0,0,January,Thursday
2022-01-07,2022,1,7,1,4,1,0,0,January,Friday
2022-01-08,2022,1,8,1,5,1,1,0,January,Saturday
2022-01-09,2022,1,9,1,6,1,1,0,January,Sunday
2022-01-10,2022,1,10,1,0,2,0,0,January,Monday
2022-01-11,2022,1,11,1,1,2,0,0,January,Tuesday
2022-01-12,2022,1,12,1,2,2,0,0,January,Wednesday
2022-01-13,2022,1,13,1,3,2,0,0,January,Thursday
2022-01-14,2022,1,14,1,4,2,0,0,January,Friday
2022-01-15,2022,1,15,1,5,2,1,0,January,Saturday
2022-01-16,2022,1,16,1,6,2,1,0,January,Sunday
2022-01-17,2022,1,17,1,0,3,0,0,January,Monday
2022-01-18,2022,1,18,1,1,3,0,0,January,Tuesday
2022-01-19,2022,1,19,1,2,3,0,0,January,Wednesday
2022-01-20,2022,1,20,1,3,3,0,0,January,Thursday
2022-01-21,2022,1,21,1,4,3,0,0,January,Friday
2022-01-22,2022,1,22,1,5,3,1,0,January,Saturday
2022-01-23,2022,1,23,1,6,3,1,0,January,Sunday
2022-01-24,2022,1,24,1,0,4,0,0,January,Monday
2022-01-25,2022,1,25,1,1,4,0,0,January,Tuesday
2022-01-26,2022,1,26,1,2,4,0,0,January,Wednesday
2022-01-27,2022,1,27,1,3,4,0,0,January,Thursday
2022-01-28,2022,1,28,1,4,4,0,0,January,Friday
2022-01-29,2022,1,29,1,5,4,1,0,January,Saturday
2022-01-30,2022,1,30,1,6,4,1,0,January,Sunday
2022-01-31,2022,1,31,1,0,5,0,0,January,Monday
2022-02-01,2022,2,1,1,1,5,0,0,February,Tuesday
2022-02-02,2022,2,2,1,2,5,0,0,February,Wednesday
2022-02-03,2022,2,3,1,3,5,0,0,February,Thursday
2022-02-04,2022,2,4,1,4,5,0,0,February,Friday
2022-02-05,2022,2,5,1,5,5,1,0,February,Saturday
2022-02-06,2022,2,6,1,6,5,1,0,February,Sunday
2022-02-07,2022,2,7,1,0,6,0,0,February,Monday
2022-02-08,2022,2,8,1,1,6,0,0,February,Tuesday
2022-02-09,2022,2,9,1,2,6,0,0,February,Wednesday
2022-02-10,2022,2,10,1,3,6,0,0,February,Thursday
2022-02-11,2022,2,11,1,4,6,0,0,February,Friday
2022-02-12,2022,2,12,1,5,6,1,0,February,Saturday
2022-02-13,2022,2,13,1,6,6,1,0,February,Sunday
2022-02-14,2022,2,14,1,0,7,0,0,February,Monday
2022-02-15,2022,2,15,1,1,7,0,0,February,Tuesday
2022-02-16,2022,2,16,1,2,7,0,0,February,Wednesday
2022-02-17,2022,2,17,1,3,7,0,0,February,Thursday
2022-02-18,2022,2,18,1,4,7,0,0,February,Friday
2022-02-19,2022,2,19,1,5,7,1,0,February,Saturday
2022-02-20,2022,2,20,1,6,7,1,0,February,Sunday
2022-02-21,2022,2,21,1,0,8,0,0,February,Monday
2022-02-22,2022,2,22,1,1,8,0,0,February,Tuesday
2022-02-23,2022,2,23,1,2,8,0,0,February,Wednesday
2022-02-24,2022,2,24,1,3,8,0,0,February,Thursday
2022-02-25,2022,2,25,1,4,8,0,0,February,Friday
2022-02-26,2022,2,26,1,5,8,1,0,February,Saturday
2022-02-27,2022,2,27,1,6,8,1,0,February,Sunday
2022-02-28,2022,2,28,1,0,9,0,0,February,Monday
2022-03-01,2022,3,1,1,1,9,0,0,March,Tuesday
2022-03-02,2022,3,2,1,2,9,0,0,March,Wednesday
2022-03-03,2022,3,3,1,3,9,0,0,March,Thursday
2022-03-04,2022,3,4,1,4,9,0,0,March,Friday
2022-03-05,2022,3,5,1,5,9,1,0,March,Saturday
2022-03-06,2022,3,6,1,6,9,1,0,March,Sunday
2022-03-07,2022,3,7,1,0,10,0,0,March,Monday
2022-03-08,2022,3,8,1,1,10,0,0,March,Tuesday
2022-03-09,2022,3,9,1,2,10,0,0,March,Wednesday
2022-03-10,2022,3,10,1,3,10,0,0,March,Thursday
2022-03-11,2022,3,11,1,4,10,0,0,March,Friday
2022-03-12,2022,3,12,1,5,10,1,0,March,Saturday
2022-03-13,2022,3,13,1,6,10,1,0,March,Sunday
2022-03-14,2022,3,14,1,0,11,0,0,March,Monday
2022-03-15,2022,3,15,1,1,11,0,0,March,Tuesday
2022-03-16,2022,3,16,1,2,11,0,0,March,Wednesday
2022-03-17,2022,3,17,1,3,11,0,0,March,Thursday
2022-03-18,2022,3,18,1,4,11,0,0,March,Friday
2022-03-19,2022,3,19,1,5,11,1,0,March,Saturday
2022-03-20,2022,3,20,1,6,11,1,0,March,Sunday
2022-03-21,2022,3,21,1,0,12,0,0,March,Monday
2022-03-22,2022,3,22,1,1,12,0,0,March,Tuesday
2022-03-23,2022,3,23,1,2,12,0,0,March,Wednesday
2022-03-24,2022,3,24,1,3,12,0,0,March,Thursday
2022-03-25,2022,3,25,1,4,12,0,0,March,Friday
2022-03-26,2022,3,26,1,5,12,1,0,March,Saturday
2022-03-27,2022,3,27,1,6,12,1,0,March,Sunday
2022-03-28,2022,3,28,1,0,13,0,0,March,Monday
2022-03-29,2022,3,29,1,1,13,0,0,March,Tuesday
2022-03-30,2022,3,30,1,2,13,0,0,March,Wednesday
2022-03-31,2022,3,31,1,3,13,0,0,March,Thursday
2022-04-01,2022,4,1,2,4,13,0,0,April,Friday
2022-04-02,2022,4,2,2,5,13,1,0,April,Saturday
2022-04-03,2022,4,3,2,6,13,1,0,April,Sunday
2022-04-04,2022,4,4,2,0,14,0,0,April,Monday
2022-04-05,2022,4,5,2,1,14,0,0,April,Tuesday
2022-04-06,2022,4,6,2,2,14,0,0,April,Wednesday
2022-04-07,2022,4,7,2,3,14,0,0,April,Thursday
2022-04-08,2022,4,8,2,4,14,0,0,April,Friday
2022-04-09,2022,4,9,2,5,14,1,0,April,Saturday
2022-04-10,2022,4,10,2,6,14,1,0,April,Sunday
2022-04-11,2022,4,11,2,0,15,0,0,April,Monday
2022-04-12,2022,4,12,2,1,15,0,0,April,Tuesday
2022-04-13,2022,4,13,2,2,15,0,0,April,Wednesday
2022-04-14,2022,4,14,2,3,15,0,0,April,Thursday
2022-04-15,2022,4,15,2,4,15,0,0,April,Friday
2022-04-16,2022,4,16,2,5,15,1,0,April,Saturday
2022-04-17,2022,4,17,2,6,15,1,0,April,Sunday
2022-04-18,2022,4,18,2,0,16,0,0,April,Monday
2022-04-19,2022,4,19,2,1,16,0,0,April,Tuesday
2022-04-20,2022,4,20,2,2,16,0,0,April,Wednesday
2022-04-21,2022,4,21,2,3,16,0,0,April,Thursday
2022-04-22,2022,4,22,2,4,16,0,0,April,Friday
2022-04-23,2022,4,23,2,5,16,1,0,April,Saturday
2022-04-24,2022,4,24,2,6,16,1,0,April,Sunday
2022-04-25,2022,4,25,2,0,17,0,0,April,Monday
2022-04-26,2022,4,26,2,1,17,0,0,April,Tuesday
2022-04-27,2022,4,27,2,2,17,0,0,April,Wednesday
2022-04-28,2022,4,28,2,3,17,0,0,April,Thursday
2022-04-29,2022,4,29,2,4,17,0,0,April,Friday
2022-04-30,2022,4,30,2,5,17,1,0,April,Saturday
2022-05-01,2022,5,1,2,6,17,1,0,May,Sunday
2022-05-02,2022,5,2,2,0,18,0,0,May,Monday
2022-05-03,2022,5,3,2,1,18,0,0,May,Tuesday
2022-05-04,2022,5,4,2,2,18,0,0,May,Wednesday
2022-05-05,2022,5,5,2,3,18,0,0,May,Thursday
2022-05-06,2022,5,6,2,4,18,0,0,May,Friday
2022-05-07,2022,5,7,2,5,18,1,0,May,Saturday
2022-05-08,2022,5,8,2,6,18,1,0,May,Sunday
2022-05-09,2022,5,9,2,0,19,0,0,May,Monday
2022-05-10,2022,5,10,2,1,19,0,0,May,Tuesday
2022-05-11,2022,5,11,2,2,19,0,0,May,Wednesday
2022-05-12,2022,5,12,2,3,19,0,0,May,Thursday
2022-05-13,2022,5,13,2,4,19,0,0,May,Friday
2022-05-14,2022,5,14,2,5,19,1,0,May,Saturday
2022-05-15,2022,5,15,2,6,19,1,0,May,Sunday
2022-05-16,2022,5,16,2,0,20,0,0,May,Monday
2022-05-17,2022,5,17,2,1,20,0,0,May,Tuesday
2022-05-18,2022,5,18,2,2,20,0,0,May,Wednesday
2022-05-19,2022,5,19,2,3,20,0,0,May,Thursday
2022-05-20,2022,5,20,2,4,20,0,0,May,Friday
2022-05-21,2022,5,21,2,5,20,1,0,May,Saturday
2022-05-22,2022,5,22,2,6,20,1,0,May,Sunday
2022-05-23,2022,5,23,2,0,21,0,0,May,Monday
2022-05-24,2022,5,24,2,1,21,0,0,May,Tuesday
2022-05-25,2022,5,25,2,2,21,0,0,May,Wednesday
2022-05-26,2022,5,26,2,3,21,0,0,May,Thursday
2022-05-27,2022,5,27,2,4,21,0,0,May,Friday
2022-05-28,2022,5,28,2,5,21,1,0,May,Saturday
2022-05-29,2022,5,29,2,6,21,1,0,May,Sunday
2022-05-30,2022,5,30,2,0,22,0,0,May,Monday
2022-05-31,2022,5,31,2,1,22,0,0,May,Tuesday
2022-06-01,2022,6,1,2,2,22,0,0,June,Wednesday
2022-06-02,2022,6,2,2,3,22,0,0,June,Thursday
2022-06-03,2022,6,3,2,4,22,0,0,June,Friday
2022-06-04,2022,6,4,2,5,22,1,0,June,Saturday
2022-06-05,2022,6,5,2,6,22,1,0,June,Sunday
2022-06-06,2022,6,6,2,0,23,0,0,June,Monday
2022-06-07,2022,6,7,2,1,23,0,0,June,Tuesday
2022-06-08,2022,6,8,2,2,23,0,0,June,Wednesday
2022-06-09,2022,6,9,2,3,23,0,0,June,Thursday
2022-06-10,2022,6,10,2,4,23,0,0,June,Friday
